模块,卡片ID,题目,正确答案,卡片类型,音频链接
模块 01,5f659bacfd24b5864ab9ce5c,动词“spielen”是什么意思？,“玩” 或 “做游戏” 或 “玩耍” 或 “玩” 或 “做游戏” 或 “玩耍” 或 “玩、做游戏、玩耍” 或 “赌” 或 “打” 或 “打牌” 或 “出牌” 或 “下” 或 “下棋” 或 “赌” 或 “打” 或 “打牌” 或 “出牌” 或 “下” 或 “下棋” 或 “赌、打、打牌、出牌、下、下棋” 或 “玩” 或 “打” 或 “踢” 或 “玩” 或 “打” 或 “踢” 或 “玩、打、踢” 或 “奏” 或 “演奏” 或 “弹奏” 或 “弹” 或 “奏” 或 “演奏” 或 “弹奏” 或 “弹” 或 “奏、演奏、弹奏、弹” 或 “表演” 或 “扮演” 或 “上演” 或 “演出” 或 “放映” 或 “表演” 或 “扮演” 或 “上演” 或 “演出” 或 “放映” 或 “表演、扮演、上演、演出、放映” 或 “装” 或 “假装” 或 “装出……的样子” 或 “装” 或 “假装” 或 “装出……的样子” 或 “装、假装、装出……的样子”,meaningChinese,
模块 01,5f659bc7fd24b5864ab9ce5d,动词“工作、劳动”用德语怎么拼写？,arbeiten,word,
模块 01,5f659b18fd24b5864ab9ce54,动词“fragen”是什么意思？,“问” 或 “提问” 或 “请教” 或 “问” 或 “提问” 或 “请教” 或 “问、提问、请教” 或 “打听” 或 “询问” 或 “关心” 或 “问候” 或 “打听” 或 “询问” 或 “关心” 或 “问候” 或 “打听、询问、关心、问候” 或 “问及” 或 “关心” 或 “问及” 或 “关心” 或 “问及、关心” 或 “要求” 或 “请求” 或 “要求” 或 “请求” 或 “要求、请求”,meaningChinese,
模块 01,5f659bc7fd24b5864ab9ce5e,请播放音频 ，并拼写出您听到的 动词 。,arbeiten,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/5f5f7784fd4deff6910ae0ca1776568209439.mp3
模块 01,5f659bc7fd24b5864ab9ce5f,请填写动词“arbeiten”的 一般现在时（Präsens） 动词变位表,arbeite,presentTenseConjugation,
模块 01,5f659c00fd24b5864ab9ce60,动词“arbeiten”是什么意思？,“工作” 或 “劳动” 或 “工作” 或 “劳动” 或 “工作、劳动”,meaningChinese,
模块 01,5f659c1bfd24b5864ab9ce61,动词“名叫”用德语怎么拼写？,heißen,word,
模块 01,5f659c1bfd24b5864ab9ce62,请播放音频 ，并拼写出您听到的 动词 。,heißen,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111695_403590219_lbx399.mp3
模块 01,5f659c1bfd24b5864ab9ce63,请填写动词“heißen”的 一般现在时（Präsens） 动词变位表,heiße,presentTenseConjugation,
模块 01,5f659d8bfd24b5864ab9ce67,动词“欢庆、庆祝、纪念、庆贺”用德语怎么拼写？,feiern,word,
模块 01,5f659d8cfd24b5864ab9ce68,请播放音频 ，并拼写出您听到的 动词 。,feiern,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4116765_349729910.mp3
模块 01,5f659d8cfd24b5864ab9ce69,请填写动词“feiern”的 一般现在时（Präsens） 动词变位表,feiere,presentTenseConjugation,
模块 01,5f659dd7fd24b5864ab9ce6a,动词“feiern”是什么意思？,“欢庆” 或 “庆祝” 或 “纪念” 或 “庆贺” 或 “欢庆” 或 “庆祝” 或 “纪念” 或 “庆贺” 或 “欢庆、庆祝、纪念、庆贺” 或 “祝贺” 或 “颂扬” 或 “赞美” 或 “祝贺” 或 “颂扬” 或 “赞美” 或 “祝贺、颂扬、赞美” 或 “休息” 或 “停工” 或 “休息” 或 “停工” 或 “休息、停工”,meaningChinese,
模块 01,5f659e00fd24b5864ab9ce6b,动词“行驶、驾驶、开动、开、骑”用德语怎么拼写？,fahren,word,
模块 01,5f659e00fd24b5864ab9ce6c,请播放音频 ，并拼写出您听到的 动词 。,fahren,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111880_461734065.mp3
模块 01,5f659e00fd24b5864ab9ce6d,请填写动词“fahren”的 一般现在时（Präsens） 动词变位表,fahre,presentTenseConjugation,
模块 01,5f659e2dfd24b5864ab9ce6e,动词“fahren”是什么意思？,“行驶” 或 “驾驶” 或 “开动” 或 “开” 或 “骑” 或 “行驶” 或 “驾驶” 或 “开动” 或 “开” 或 “骑” 或 “行驶、驾驶、开动、开、骑” 或 “乘” 或 “坐” 或 “搭” 或 “乘车” 或 “坐车” 或 “搭车” 或 “乘船” 或 “坐船” 或 “搭船” 或 “骑车” 或 “开车” 或 “乘坐” 或 “搭乘” 或 “乘” 或 “坐” 或 “搭” 或 “乘车” 或 “坐车” 或 “搭车” 或 “乘船” 或 “坐船” 或 “搭船” 或 “骑车” 或 “开车” 或 “乘坐” 或 “搭乘” 或 “乘、坐、搭、乘车、坐车、搭车、乘船、坐船、搭船、骑车、开车、乘坐、搭乘”,meaningChinese,
模块 01,5f659e7afd24b5864ab9ce70,动词“睡、睡觉、睡眠”用德语怎么拼写？,schlafen,word,
模块 01,5f659e7afd24b5864ab9ce71,请播放音频 ，并拼写出您听到的 动词 。,schlafen,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111541_109426517.mp3
模块 01,5f659e7afd24b5864ab9ce72,请填写动词“schlafen”的 一般现在时（Präsens） 动词变位表,schlafe,presentTenseConjugation,
模块 01,5f659e8ffd24b5864ab9ce73,动词“schlafen”是什么意思？,“睡” 或 “睡觉” 或 “睡眠” 或 “睡” 或 “睡觉” 或 “睡眠” 或 “睡、睡觉、睡眠”,meaningChinese,
模块 01,5f659e9ffd24b5864ab9ce74,动词“说、讲、说话、讲话”用德语怎么拼写？,“sprechen” 或 “sagen” 或 “reden”,word,
模块 01,5f659e9ffd24b5864ab9ce75,请播放音频 ，并拼写出您听到的 动词 。,sprechen,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4113087_120708383.mp3
模块 01,5f659e9ffd24b5864ab9ce76,请填写动词“sprechen”的 一般现在时（Präsens） 动词变位表,spreche,presentTenseConjugation,
模块 01,5f659ef2fd24b5864ab9ce77,动词“sprechen”是什么意思？,“说” 或 “讲” 或 “说话” 或 “讲话” 或 “说” 或 “讲” 或 “说话” 或 “讲话” 或 “说、讲、说话、讲话”,meaningChinese,
模块 01,5f659f90fd24b5864ab9ce79,请播放音频 ，并拼写出您听到的 动词 。,nehmen,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111424_172752765.mp3
模块 01,5f659f90fd24b5864ab9ce7a,请填写动词“nehmen”的 一般现在时（Präsens） 动词变位表,nehme,presentTenseConjugation,
模块 01,5f659fa0fd24b5864ab9ce7b,动词“拿、拿起”用德语怎么拼写？,nehmen,word,
模块 01,5f65a128fd24b5864ab9ce80,动词“吃、食、食用”用德语怎么拼写？,essen,word,
模块 01,5f65a128fd24b5864ab9ce81,请播放音频 ，并拼写出您听到的 动词 。,essen,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4110882_3283053.mp3
模块 01,5f65a128fd24b5864ab9ce82,请填写动词“essen”的 一般现在时（Präsens） 动词变位表,esse,presentTenseConjugation,
模块 01,5f65a15dfd24b5864ab9ce83,动词“essen”是什么意思？,“吃” 或 “食” 或 “食用” 或 “吃” 或 “食” 或 “食用” 或 “吃、食、食用”,meaningChinese,
模块 01,5f65a16afd24b5864ab9ce84,动词“读、阅读、朗读”用德语怎么拼写？,lesen,word,
模块 01,5f65a16afd24b5864ab9ce85,请播放音频 ，并拼写出您听到的 动词 。,lesen,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4108298_54496835_pfawha.mp3
模块 01,5f65a16afd24b5864ab9ce86,请填写动词“lesen”的 一般现在时（Präsens） 动词变位表,lese,presentTenseConjugation,
模块 01,5f65a185fd24b5864ab9ce87,动词“lesen”是什么意思？,“读” 或 “阅读” 或 “朗读” 或 “读” 或 “阅读” 或 “朗读” 或 “读、阅读、朗读” 或 “采摘” 或 “采集” 或 “采摘” 或 “采集” 或 “采摘、采集” 或 “拣选” 或 “剔出” 或 “拣出” 或 “拣选” 或 “剔出” 或 “拣出” 或 “拣选、剔出、拣出”,meaningChinese,
模块 01,5f65a1a0fd24b5864ab9ce89,请播放音频 ，并拼写出您听到的 动词 。,sein,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/gra0bhlohqt6bf6i8cl3.mp3
模块 01,5f65a1a0fd24b5864ab9ce8a,请填写动词“sein (是)”的 一般现在时（Präsens） 动词变位表,bin,presentTenseConjugation,
模块 01,5f65a1b3fd24b5864ab9ce8b,动词“有、拥有、具有、具备（及物动词）”用德语怎么拼写？,haben,word,
模块 01,5f65a1b3fd24b5864ab9ce8c,请播放音频 ，并拼写出您听到的 动词 。,haben,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4241520_507379790_nrxkwm.mp3
模块 01,5f65a1b4fd24b5864ab9ce8d,请填写动词“haben”的 一般现在时（Präsens） 动词变位表,habe,presentTenseConjugation,
模块 01,5f65a1d1fd24b5864ab9ce8e,动词“haben”是什么意思？,“有” 或 “拥有” 或 “具有” 或 “具备” 或 “有” 或 “拥有” 或 “具有” 或 “具备” 或 “有、拥有、具有、具备” 或 “有、拥有、具有、具备（及物动词）” 或 “完成时的助动词” 或 “完成时的助动词”,meaningChinese,
模块 01,5f663a2ebf09c24cdbccaac3,动词“住、居住、居、住宿”用德语怎么拼写？,wohnen,word,
模块 01,5f665e832196727e1f41ccba,代词“我（第一人称单数主格人称代词）”用德语怎么拼写？,ich,word,
模块 01,5f665e922196727e1f41ccbb,代词“你”用德语怎么拼写？,du,word,
模块 01,5f665ea22196727e1f41ccbc,代词“他”用德语怎么拼写？,er,word,
模块 01,5f665eb32196727e1f41ccbd,代词“她”用德语怎么拼写？,sie,word,
模块 01,5f665ec22196727e1f41ccbe,代词“它（中性人称代词，有时也可以翻译成“他”或者“她”）”用德语怎么拼写？,es,word,
模块 01,5f665ecc2196727e1f41ccbf,代词“我们”用德语怎么拼写？,wir,word,
模块 01,5f665f562196727e1f41ccc1,请播放音频 ，并拼写出您听到的 代词 。,“ihr” 或 “Ihr”,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111002_42025969_uqkixv.mp3
模块 01,5f665f802196727e1f41ccc2,代词“他们、她们、它们”用德语怎么拼写？,sie,word,
模块 01,5f665fa12196727e1f41ccc3,代词“您、您们、诸位”用德语怎么拼写？,Sie,word,
模块 01,5f665fb32196727e1f41ccc4,请播放音频 ，并拼写出您听到的 代词 。,ich,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4110789_408990785.mp3
模块 01,5f665fbe2196727e1f41ccc5,请播放音频 ，并拼写出您听到的 代词 。,du,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4106667_72990169.mp3
模块 01,5f665fcb2196727e1f41ccc6,请播放音频 ，并拼写出您听到的 代词 。,wir,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4109200_149394484.mp3
模块 01,5f669cb084bba6ca64db3de2,副词“现在”用德语怎么拼写？,“jetzt” 或 “nun”,word,
模块 01,5f669cb084bba6ca64db3de3,请播放音频 ，并拼写出您听到的 副词 。,jetzt,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/b8m6mwiyq6n8i7pual5y.mp3
模块 01,5f669cbf84bba6ca64db3de4,副词“jetzt”是什么意思？,“现在” 或 “现在”,meaningChinese,
模块 01,5f6a4921bf0a05e89b3ed89d,名词“das Deutsch”是什么意思？,“德语” 或 “德文” 或 “德语” 或 “德文” 或 “德语、德文”,meaningChinese,
模块 01,5f6a4921bf0a05e89b3ed89e,中性名词“德语、德文”用德语怎么拼写？,Deutsch,word,
模块 01,5f6a4921bf0a05e89b3ed89f,请播放音频 ，并拼写出您听到的 中性名词 。,“Deutsch”,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4107315_490552788.mp3
模块 01,5f6a9edfdb10cf0f5a6e01ed,名词“das China”是什么意思？,“中国” 或 “中国”,meaningChinese,
模块 01,5f6a9edfdb10cf0f5a6e01ee,中性名词“中国”用德语怎么拼写？,China,word,
模块 01,5f6a9edfdb10cf0f5a6e01ef,请播放音频 ，并拼写出您听到的 中性名词 。,China,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4116832_166090562.mp3
模块 01,5f847858c69dc1262a64c9ab,副词“hier”是什么意思？,“这里” 或 “这儿” 或 “这” 或 “在这里” 或 “在这儿” 或 “在这” 或 “这里” 或 “这儿” 或 “这” 或 “在这里” 或 “在这儿” 或 “在这” 或 “这里、这儿、这、在这里、在这儿、在这”,meaningChinese,
模块 01,5f847858c69dc1262a64c9ac,副词“这里、这儿、这、在这里、在这儿、在这”用德语怎么拼写？,hier,word,
模块 01,5f847858c69dc1262a64c9ad,请播放音频 ，并拼写出您听到的 副词 。,hier,dictation,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4109099_280860889.mp3
模块 01,5f8a0d11cdda23045c1108ce,请播放音频 ，并提交您听到的 动词 的 中文意思。,“工作” 或 “劳动” 或 “工作” 或 “劳动” 或 “工作、劳动”,dictationChinese,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/5f5f7784fd4deff6910ae0ca1776568209439.mp3
模块 01,5f8a0d11cdda23045c1108cf,请播放音频 ，并提交您听到的 副词 的 中文意思。,“现在” 或 “现在”,dictationChinese,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/b8m6mwiyq6n8i7pual5y.mp3
模块 01,5f8a0d11cdda23045c1108d1,请播放音频 ，并提交您听到的 动词 的 中文意思。,“行驶” 或 “驾驶” 或 “开动” 或 “开” 或 “骑” 或 “行驶” 或 “驾驶” 或 “开动” 或 “开” 或 “骑” 或 “行驶、驾驶、开动、开、骑” 或 “乘” 或 “坐” 或 “搭” 或 “乘车” 或 “坐车” 或 “搭车” 或 “乘船” 或 “坐船” 或 “搭船” 或 “骑车” 或 “开车” 或 “乘坐” 或 “搭乘” 或 “乘” 或 “坐” 或 “搭” 或 “乘车” 或 “坐车” 或 “搭车” 或 “乘船” 或 “坐船” 或 “搭船” 或 “骑车” 或 “开车” 或 “乘坐” 或 “搭乘” 或 “乘、坐、搭、乘车、坐车、搭车、乘船、坐船、搭船、骑车、开车、乘坐、搭乘”,dictationChinese,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111880_461734065.mp3
模块 01,5f8a0d11cdda23045c1108d2,请播放音频 ，并提交您听到的 动词 的 中文意思。,“住” 或 “居住” 或 “居” 或 “住宿” 或 “住” 或 “居住” 或 “居” 或 “住宿” 或 “住、居住、居、住宿”,dictationChinese,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4112024_161392289.mp3
模块 01,5f8a0d11cdda23045c1108d3,请播放音频 ，并提交您听到的 动词 的 中文意思。,“欢庆” 或 “庆祝” 或 “纪念” 或 “庆贺” 或 “欢庆” 或 “庆祝” 或 “纪念” 或 “庆贺” 或 “欢庆、庆祝、纪念、庆贺” 或 “祝贺” 或 “颂扬” 或 “赞美” 或 “祝贺” 或 “颂扬” 或 “赞美” 或 “祝贺、颂扬、赞美” 或 “休息” 或 “停工” 或 “休息” 或 “停工” 或 “休息、停工”,dictationChinese,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4116765_349729910.mp3
模块 01,5f8a0d11cdda23045c1108d5,请播放音频 ，并提交您听到的 动词 的 中文意思。,“有” 或 “拥有” 或 “具有” 或 “具备” 或 “有” 或 “拥有” 或 “具有” 或 “具备” 或 “有、拥有、具有、具备” 或 “有、拥有、具有、具备（及物动词）” 或 “完成时的助动词” 或 “完成时的助动词”,dictationChinese,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4241520_507379790_nrxkwm.mp3
模块 01,5f8a0d11cdda23045c1108d6,请播放音频 ，并提交您听到的 动词 的 中文意思。,“睡” 或 “睡觉” 或 “睡眠” 或 “睡” 或 “睡觉” 或 “睡眠” 或 “睡、睡觉、睡眠”,dictationChinese,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111541_109426517.mp3
模块 01,5f8a0d11cdda23045c1108d7,请播放音频 ，并提交您听到的 动词 的 中文意思。,“说” 或 “讲” 或 “说话” 或 “讲话” 或 “说” 或 “讲” 或 “说话” 或 “讲话” 或 “说、讲、说话、讲话”,dictationChinese,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4113087_120708383.mp3
模块 01,5f8a0d11cdda23045c1108d8,请播放音频 ，并提交您听到的 动词 的 中文意思。,“来” 或 “来到” 或 “到达” 或 “去” 或 “过来” 或 “来” 或 “来到” 或 “到达” 或 “去” 或 “过来” 或 “来、来到、到达、去、过来” 或 “出席” 或 “参加” 或 “出席” 或 “参加” 或 “出席、参加” 或 “拜访” 或 “到……那儿去” 或 “拜访” 或 “到……那儿去” 或 “拜访、到……那儿去” 或 “对待” 或 “对待” 或 “（以某种方式）对待” 或 “落到” 或 “分摊到” 或 “落到” 或 “分摊到” 或 “落到、分摊到” 或 “轮到” 或 “挨到” 或 “轮到” 或 “挨到” 或 “轮到、挨到” 或 “临近” 或 “来临” 或 “临近” 或 “来临” 或 “临近、来临” 或 “出现” 或 “长出” 或 “出现” 或 “长出” 或 “出现、长出” 或 “发生” 或 “爆发” 或 “发生” 或 “爆发” 或 “发生、爆发” 或 “被放到……” 或 “被安置到……” 或 “归入” 或 “被放到……” 或 “被安置到……” 或 “归入” 或 “被放到……、被安置到……、归入” 或 “得到” 或 “获得” 或 “达到” 或 “得到” 或 “获得” 或 “达到” 或 “得到、获得、达到” 或 “丧失” 或 “失去” 或 “丧失” 或 “失去” 或 “丧失、失去” 或 “价值” 或 “花费” 或 “价值” 或 “花费” 或 “价值、花费” 或 “[口]价值、花费” 或 “消失” 或 “消失” 或 “探出” 或 “发现” 或 “想到” 或 “探出” 或 “发现” 或 “想到” 或 “探出、发现、想到” 或 “被……压死” 或 “被……压死”,dictationChinese,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4111331_23791721.mp3
